"","","Page Name","Page ID","Democrats","Republicans","Candidates Mentioned+","Approx. Spend on Mentions^","# of Ads Mentioning","Sponsor Name(s)","Candidate Page","Approx. Democrat Spend","Approx. Republican Spend"
"6048","⊕","Ohio Prosperity Fund","108799760909932","0","1","Donald Trump (10)","$1,756","10","OHIO PROSPERITY FUND","0","$0","$1,756"
"6049","⊕","Ohio Value Voters, Inc.","534488750036661","0","1","Donald Trump (2)","$285","2","NA","0","$0","$285"
"6050","⊕","Oil and Gas Safety Supply","432898240078029","0","1","Donald Trump (3)","$1,807","3","NA","0","$0","$1,807"
"6051","⊕","Oklahoma Association of REALTORS","19754937733","0","1","Jeff Sessions* (1)","$1,047","1","OKLAHOMA ASSOCIATION OF REALTORSÂ®","0","$0","$1,047"
"6052","⊕","Oklahoma Federation for Children","108589300633922","0","1","Donald Trump (9)","$58","9","NA","0","$0","$58"
"6053","⊕","Oklahoma Second Amendment Association","152068302046","0","1","Scott Taylor* (1)","$49","1","NA","0","$0","$49"
"6054","⊕","Oklahomans For A Better Future","109470377470267","0","1","Arthur Wayne Johnson* (2)","$400","2","NA","0","$0","$400"
"6055","⊕","Oklahomans For Better Representation","110488807350258","0","1","Donald Trump (2)","$8,000","2","NA","0","$0","$8,000"
"6056","⊕","Oklahomans for TRUMP","111793667241362","0","1","Donald Trump (18), Jim Inhofe* (2)","$11,594","20","OKLAHOMANS FOR TRUTH RESPONSIBILITY UNITY MARKETS & PROSPERITY","0","$0","$11,594"
"6057","⊕","Oklahomans For Trump","1894861050838592","0","1","Donald Trump (2)","$85","2","OKLAHOMANS FOR TRUMP","0","$0","$85"
"6058","⊕","Ol' Glory Custom Flags and Cabinets","102763154561704","0","1","Donald Trump (2)","$500","2","NA","0","$0","$500"
"6059","⊕","Old South Flea Market","1403151516631482","0","1","Donald Trump (3)","$1,200","3","NA","0","$0","$1,200"
"6060","⊕","OLLI: the Osher Lifelong Learning Institute at Berkshire Community College","237400249787995","0","1","Donald Trump (2)","$1,300","2","NA","0","$0","$1,300"
"6061","⊕","Olympia Indivisible","1145553948900720","0","1","Donald Trump (39)","$2,191","39","NA","0","$0","$2,191"
"6062","⊕","Omar Fateh for MN Senate 62","700283120139217","0","0.5","Al Gross* (1), Donald Trump (1)","$326","2","NA","0","$0","$163"
"6063","⊕","On Point Vaulters","923405211029614","0","1","Jeff Sessions* (1)","$200","1","NA","0","$0","$200"
"6064","⊕","ONE Community","44228398202","0","1","Donald Trump (1)","$19","1","NA","0","$0","$19"
"6065","⊕","One Country Project","2197543200459333","0","1","Donald Trump (72)","$11,827","72","NA","0","$0","$11,827"
"6066","⊕","One More Thing","120846146252663","0","1","Donald Trump (10), Mitch McConnell* (3), Cory Gardner* (1), Martha McSally* (1)","$9,867","15","NA","0","$0","$9,867"
"6067","⊕","One Nation Design","872842866161157","0","1","Donald Trump (293)","$8,431","293","ONE NATION DESIGN","0","$0","$8,431"
"6068","⊕","oneBlog","363979743812575","0","1","Donald Trump (1)","$303","1","NA","0","$0","$303"
"6069","⊕","OneLogin","194106523936451","0","1","Jeff Sessions* (1)","$200","1","NA","0","$0","$200"
"6070","⊕","OneVirginia2021","364773250335035","0","1","Amanda Edwards* (1), Chris Bell* (1)","$651","2","ONEVIRGINIA2021","0","$0","$651"
"6071","⊕","OneVirginia2021","364773250335035","0","1","Jeff Sessions* (1)","$651","1","ONEVIRGINIA2021","0","$0","$651"
"6072","⊕","OnlineVisas.com","89422518296","0","1","Donald Trump (5)","$1,749","5","NA","0","$0","$1,749"
"6073","⊕","Onward Texas","108705717570266","0","1","Donald Trump (2)","$8,898","2","NA","0","$0","$8,898"
"6074","⊕","Open Road Homeward","111023584012681","0","1","Donald Trump (62)","$6,370","62","NA","0","$0","$6,370"
"6075","⊕","Open Society Foundations","18983389920","0","1","Donald Trump (12)","$62","12","OPEN SOCIETY FOUNDATIONS","0","$0","$62"
"6076","⊕","Operation Frederick Douglass","113073847179456","0","1","Donald Trump (4)","$700","4","NA","0","$0","$700"
"6077","⊕","Opportunity Wisconsin","100145544831970","0","1","Donald Trump (73)","$354,453","73","NA","0","$0","$354,453"
"6078","⊕","Orange County 2020 Census","438261166749706","0","1","Donald Trump (2)","$349","2","NA","0","$0","$349"
"6079","⊕","Orbex","1415953441956155","0","1","Donald Trump (1)","$40","1","NA","0","$0","$40"
"6080","⊕","Oregon AFL-CIO","59473866945","0","1","Donald Trump (1), Jeff Sessions* (1), Lindsey Graham* (1), Mitch McConnell* (1)","$31","4","OREGON AFL-CIO","0","$0","$31"
"6081","⊕","Oregon AFSCME","220927557943909","0","1","Jeff Sessions* (1)","$30","1","OREGON AFSCME","0","$0","$30"
"6082","⊕","Oregon Art Creations","110877983940045","0","1","Donald Trump (2)","$200","2","NA","0","$0","$200"
"6083","⊕","Oregon Republican Party","154288660614","0","1","Donald Trump (4)","$603","4","NA","0","$0","$603"
"6084","⊕","Oregon Right to Life","132388538302","0","1","Donald Trump (1), Jeff Sessions* (1)","$28","2","OREGON RIGHT TO LIFE, OREGON RIGHT TO LIFE PAC, OREGON RIGHT TO LIFE VICTORY PAC","0","$0","$28"
"6085","⊕","Organization of Iranian American Communities - OIAC","285381561616345","0","1","Donald Trump (2)","$133","2","NA","0","$0","$133"
"6086","⊕","Organize Florida","104227922954334","0","1","Donald Trump (5)","$335","5","NA","0","$0","$335"
"6087","⊕","Organizing Together 2020","110382887228216","0","1","Donald Trump (579)","$126,017","579","NA","0","$0","$126,017"
"6088","⊕","Origins OSU","131664893560695","0","1","Donald Trump (2)","$470","2","NA","0","$0","$470"
"6089","⊕","Orrstown Bank","422183964510369","0","1","Donald Trump (1)","$100","1","NA","0","$0","$100"
"6090","⊕","Ospirg Students","173205543816","0","1","Donald Trump (3)","$289","3","NA","0","$0","$289"
"6091","⊕","Otto Lee","2271384839771674","0","1","Donald Trump (2)","$225","2","OTTO LEE FOR SUPERVISOR 2020","0","$0","$225"
"6092","⊕","Our Big Sky Country","101910618215076","0","1","Steve Daines* (47)","$197,514","47","MAJORITY FORWARD","0","$0","$197,514"
"6093","⊕","Our Commonwealth","114817056911402","0","1","Donald Trump (5)","$945","5","NA","0","$0","$945"
"6094","⊕","Our Iowa Values","785144711668660","0","1","Joni Ernst* (8)","$8,994","8","IOWA VALUES","0","$0","$8,994"
"6095","⊕","Our Watch With Tim Thompson","279913046274341","0","1","Kent Morrell* (1)","$143","1","NA","0","$0","$143"
"6096","⊕","OurFutureAmerica","418235698750777","0","1","Donald Trump (1)","$353","1","NA","0","$0","$353"
"6097","⊕","OurTrump.com","109097790883988","0","1","Donald Trump (10)","$927","10","ALAN NEIL FINK","0","$0","$927"
"6098","⊕","Out Of Bounds USA","1767702113274053","0","1","Donald Trump (1)","$165","1","NA","0","$0","$165"
"6099","⊕","Outagamie County Republican Party","323690617743177","0","1","Donald Trump (2)","$256","2","NA","0","$0","$256"
"6100","⊕","OutKick","217976018236954","0","1","Donald Trump (12)","$843","12","NA","0","$0","$843"
"6101","⊕","Outspoken Designs","102691141573339","0","1","Donald Trump (1)","$100","1","NA","0","$0","$100"
"6102","⊕","Owensboro, KY Local - News Break","322371604767884","0","1","Mitch McConnell* (1)","$50","1","NA","0","$0","$50"
"6103","⊕","Oxfam","15041226930","0","1","Donald Trump (4)","$36","4","OXFAM AMERICA","0","$0","$36"
"6104","⊕","PA Budget and Policy Center","63913975788","0","1","Donald Trump (2), Mitch McConnell* (2)","$78","4","KEYSTONE RESEARCH CENTER INC","0","$0","$78"
"6105","⊕","PA Stands Up","32802137652","0","1","Donald Trump (1)","$24","1","KEYSTONE PROGRESS","0","$0","$24"
"6106","⊕","Pacific Legal Foundation","30618466815","0","1","Donald Trump (2)","$33","2","PACIFIC LEGAL FOUNDATION","0","$0","$33"
"6107","⊕","Paddy For Tennessee State Representative","107679827551906","0","1","Donald Trump (3)","$291","3","NA","0","$0","$291"
"6108","⊕","Page Lemel and Mike Hawkins for County Commissioner","100178704952369","0","1","Mitch McConnell* (1)","$1,600","1","NA","0","$0","$1,600"
"6109","⊕","Paige Kreisman for Oregon House District 42","909917782673187","0","1","Donald Trump (8)","$988","8","NA","0","$0","$988"
"6110","⊕","Pakistani American Collaborative of Texas","107829301054617","0","1","Donald Trump (1)","$200","1","NA","0","$0","$200"
"6111","⊕","Pallotta For Congress","1330181667113998","0","1","Donald Trump (11)","$1,056","11","PALLOTTA, FRANK","1","$0","$1,056"
"6112","⊕","Pam Cordova for Senate","114961393246300","0","1","Louie Sanchez* (2)","$106","2","","1","$0","$106"
"6113","⊕","Pam Keith FL","832107710207069","0","1","Donald Trump (114)","$5,674","114","COMMITTEE TO ELECT PAM KEITH","0","$0","$5,674"
"6114","⊕","Panacea","977628569011024","0","1","Donald Trump (1)","$202","1","PANACEA VIDEO FOUNDATION","0","$0","$202"
"6115","⊕","Panhandle Politico","162266983824983","0","1","Donald Trump (6)","$1,100","6","NA","0","$0","$1,100"
"6116","⊕","Parents' Alliance for Strong Schools","350675048467439","0","1","Jeff Sessions* (1)","$100","1","NA","0","$0","$100"
"6117","⊕","Parfitt for State House 8","102001754809699","0","1","Donald Trump (1)","$62","1","NA","0","$0","$62"
"6118","⊕","PARIS - Guerrilla Funk Recordings","71383025128","0","1","Donald Trump (2)","$20,409","2","NA","0","$0","$20,409"
"6119","⊕","Partisan Apparel","102470534741479","0","1","Donald Trump (1)","$50","1","NA","0","$0","$50"
"6120","⊕","Partisan Express","107177237631448","0","1","Donald Trump (11)","$500","11","NA","0","$0","$500"
"6121","⊕","Partisans and Pundits","113661413360984","0","1","Donald Trump (5)","$751","5","NA","0","$0","$751"
"6122","⊕","Partners for Progressive Israel","171298642933785","0","1","Donald Trump (2)","$500","2","PARTNERS FOR PROGRESSIVE ISRAEL","0","$0","$500"
"6123","⊕","Passaic County CASA","104153829666016","0","1","Jeff Sessions* (1)","$45","1","NA","0","$0","$45"
"6124","⊕","Passion Patriot","111687730527998","0","1","Donald Trump (10)","$591","10","NA","0","$0","$591"
"6125","⊕","Pat Woodbury for City Council","1767079473519916","0","1","Jeff Sessions* (1)","$88","1","NA","0","$0","$88"
"6126","⊕","Patagonia","97830335456","0","1","Jeff Sessions* (8), Donald Trump (1)","$100","9","PATAGONIA INC","0","$0","$100"
"6127","⊕","PATH Colorado","338211436811716","0","1","Jeff Sessions* (2)","$288","2","NA","0","$0","$288"
"6128","⊕","Patheos Politics RED","208407099520739","0","1","Donald Trump (2)","$1,000","2","NA","0","$0","$1,000"
"6129","⊕","Patients For Affordable Drugs Action","473580869767656","0","1","Thom Tillis* (9)","$46","9","PATIENTS FOR AFFORDABLE DRUGS ACTION","0","$0","$46"
"6130","⊕","Patrick Flannery for State Representative","108055220699538","0","1","Donald Trump (18)","$2,218","18","NA","0","$0","$2,218"
"6131","⊕","Patrick Leahy","15359195337","0","1","Mitch McConnell* (4)","$1,733","4","NA","0","$0","$1,733"
"6132","⊕","Patrick O'Connor","58654176998","0","1","Kevin O'Connor* (17)","$1,099","17","PATRICK O'CONNOR","0","$0","$1,099"
"6133","⊕","Patrick Penn for Kansas Representative","114443953250461","0","1","Donald Trump (2)","$229","2","NA","0","$0","$229"
"6134","⊕","Patriot Action PAC","103188198173962","0","1","Donald Trump (2)","$300","2","NA","0","$0","$300"
"6135","⊕","Patriot Apparel Store","114701289368103","0","1","Donald Trump (39)","$1,600","39","NA","0","$0","$1,600"
"6136","⊕","Patriot Collectibles","107491147625722","0","1","Donald Trump (46)","$1,104","46","NA","0","$0","$1,104"
"6137","⊕","Patriot Defenders of America","106775587500835","0","1","Donald Trump (1)","$31","1","PATRIOT DEFENDERS OF AMERICA","0","$0","$31"
"6138","⊕","Patriot Depot","293225127381200","0","1","Donald Trump (271)","$105,652","271","NA","0","$0","$105,652"
"6139","⊕","Patriot Hippie Designs","2055240291464484","0","1","Donald Trump (1)","$600","1","NA","0","$0","$600"
"6140","⊕","Patriot IRL","108354027660004","0","1","Donald Trump (1)","$1,000","1","NA","0","$0","$1,000"
"6141","⊕","Patriot Mitt Romney","107512540818740","0","1","Donald Trump (2)","$381","2","NA","0","$0","$381"
"6142","⊕","Patriot Mobile","279599502172409","0","1","Donald Trump (27)","$519","27","PATRIOT MOBILE","0","$0","$519"
"6143","⊕","Patriot Place","113793000459349","0","1","Donald Trump (5)","$873","5","NA","0","$0","$873"
"6144","⊕","Patriot's Place","105585671282747","0","1","Donald Trump (1)","$100","1","NA","0","$0","$100"
"6145","⊕","Patriotic Freedom","102315958243776","0","1","Donald Trump (25)","$710","25","NA","0","$0","$710"
"6146","⊕","Patriotic Metals","107416254280130","0","1","Donald Trump (27)","$789","27","NA","0","$0","$789"
"6147","⊕","Patriotic Pursuit","101329141719185","0","1","Donald Trump (1)","$690","1","NA","0","$0","$690"
"6148","⊕","Patriotic Team","107515351068124","0","1","Donald Trump (4)","$200","4","NA","0","$0","$200"
"6149","⊕","Patriotism For Life","112431050497386","0","1","Donald Trump (58)","$2,800","58","NA","0","$0","$2,800"
"6150","⊕","PatriotQuizzes","105084617912738","0","1","Donald Trump (100)","$7,855","100","NA","0","$0","$7,855"
"6151","⊕","Patriots for Life","108683164271262","0","1","Donald Trump (13)","$667","13","NA","0","$0","$667"
"6152","⊕","Patriots For Trump","1131283233717873","0","1","Donald Trump (19)","$3,449","19","JORDAN RAY RIDDLE","0","$0","$3,449"
"6153","⊕","Patriots for Trump 2020","2232170133711020","0","1","Donald Trump (1)","$200","1","","0","$0","$200"
"6154","⊕","Patriots for Trump Club, Inc.","638492243022474","0","1","Donald Trump (2)","$400","2","COLLIER FOR TRUMP CLUB, INC., GAETANO THOMAS RAVANA, PATRIOTS FOR TRUMP CLUB, INC.","0","$0","$400"
"6155","⊕","Patriots Republic","106323360959211","0","1","Donald Trump (1851)","$50,642","1,851","NA","0","$0","$50,642"
"6156","⊕","Patriots Sound Off","108901687567015","0","1","Donald Trump (11)","$12,738","11","NA","0","$0","$12,738"
"6157","⊕","Patriots Stand Together","100340561784301","0","1","Donald Trump (46)","$531","46","NA","0","$0","$531"
"6158","⊕","Patriots Stand Together","105829564471772","0","1","Donald Trump (230)","$19,344","230","NA","0","$0","$19,344"
"6159","⊕","Patriots Take a Stand","100126201737278","0","1","Donald Trump (282)","$16,578","282","NA","0","$0","$16,578"
"6160","⊕","Patriots Unite","101334008292009","0","1","Donald Trump (12)","$291","12","NA","0","$0","$291"
"6161","⊕","Pattern","111495005590988","0","1","Jeff Sessions* (2)","$84","2","PATTERN ENERGY","0","$0","$84"
"6162","⊕","Paul Adamczyk For Putnam County BOCC District 5","382325875959554","0","1","Donald Trump (1)","$77","1","NA","0","$0","$77"
"6163","⊕","Paul Broun","6696608875","0","1","Donald Trump (3)","$173","3","NA","0","$0","$173"
"6164","⊕","Paul Gosar for Congress","148700451434","0","1","Donald Trump (1)","$117","1","GOSAR, PAUL DR.","1","$0","$117"
"6165","⊕","Paul Howard Jr.","100416321669211","0","1","Donald Trump (16)","$1,273","16","NA","0","$0","$1,273"
"6166","⊕","Paul Junge","103067581133922","0","1","Donald Trump (24)","$1,652","24","JUNGE, PAUL","1","$0","$1,652"
"6167","⊕","Paul Reece for Miami County Sheriff","105980094198690","0","1","Donald Trump (1)","$50","1","NA","0","$0","$50"
"6168","⊕","Paul Schimpf for Illinois","136912986515438","0","1","Donald Trump (5)","$5,969","5","NA","0","$0","$5,969"
"6169","⊕","Paycheck to Paycheck","104934207736995","0","1","Donald Trump (308)","$396,115","308","NA","0","$0","$396,115"
"6170","⊕","PBS12","129726243758031","0","1","Donald Trump (2)","$338","2","NA","0","$0","$338"
"6171","⊕","PCCC - BoldProgressives.org","94047978366","0","1","Donald Trump (17)","$2,506","17","PROGRESSIVE CHANGE CAMPAIGN CMTE","0","$0","$2,506"
"6172","⊕","Peace 24-7","1001412010049604","0","1","Donald Trump (3)","$160","3","JOHN D LINNEHAN, PEACE 24-7","0","$0","$160"
"6173","⊕","Peace Action Maine","105264661544","0","1","Donald Trump (1)","$303","1","NA","0","$0","$303"
"6174","⊕","Peach State Values","101958878206138","0","1","Donald Trump (6)","$364","6","NA","0","$0","$364"
"6175","⊕","Peelitical Targets","104516481228439","0","1","Donald Trump (9)","$2,100","9","NA","0","$0","$2,100"
"6176","⊕","PeeLitical Trump Target","102512224765633","0","1","Donald Trump (7)","$8,200","7","PEE-LITICAL TARGETS","0","$0","$8,200"
"6177","⊕","PEER","499815800211","0","1","Donald Trump (6)","$2,530","6","NA","0","$0","$2,530"
"6178","⊕","Peggy Stevens","103784067927831","0","1","Jeff Sessions* (1)","$12,220","1","NA","0","$0","$12,220"
"6179","⊕","Pembroke NEWS","278699522729883","0","1","Daniel S. Sullivan* (1)","$126","1","NA","0","$0","$126"
"6180","⊕","Peninsula Health Care District","111300262229453","0","1","Jeff Sessions* (1)","$252","1","NA","0","$0","$252"
"6181","⊕","Penn for Liberty","165674010209449","0","1","Donald Trump (1)","$600","1","NA","0","$0","$600"
"6182","⊕","Pennsylvania House Republican Campaign Committee","549583848872535","0","1","Donald Trump (4)","$3,697","4","NA","0","$0","$3,697"
"6183","⊕","Pennsylvania Record","338776239487764","0","1","Donald Trump (8)","$461","8","NA","0","$0","$461"
"6184","⊕","Pennsylvania Regrets Trump","312030932618213","0","1","Donald Trump (4)","$400","4","","0","$0","$400"
"6185","⊕","Pennsylvania Spotlight","1598839873741377","0","1","Donald Trump (278)","$9,604","278","NA","0","$0","$9,604"
"6186","⊕","Pennsylvania United","112661127086917","0","1","Donald Trump (5)","$1,732","5","PENNSYLVANIA UNITED","0","$0","$1,732"
"6187","⊕","Pennsylvania Veterans Speak Out on Donald Trump","230900811568409","0","1","Donald Trump (1), Donald Trump (1), Joseph Biden (1)","$1,700","3","","0","$0","$1,700"
"6188","⊕","Pennsylvania Veterans Speak Out on Donald Trump","230900811568409","0","1","Donald Trump (2), Donald Trump (2)","$1,700","4","","0","$0","$1,700"
"6189","⊕","Pennsylvania Votes Trump Out","109031110946474","0","1","Donald Trump (63)","$145,578","63","TECH FOR CAMPAIGNS","0","$0","$145,578"
"6190","⊕","People For the American Way","14226615647","0","1","Donald Trump (10), Mitch McConnell* (5), Joni Ernst* (4), Cory Gardner* (1), David Perdue* (1), Lindsey Graham* (1), Martha McSally* (1), Thom Tillis* (1)","$2,552","24","PEOPLE FOR THE AMERICAN WAY","0","$0","$2,552"
"6191","⊕","People Over Profits","104919414599745","0","1","Donald Trump (65)","$10,183","65","NA","0","$0","$10,183"
"6192","⊕","People's Choice For President","103128341403089","0","1","Donald Trump (4)","$1,108","4","NA","0","$0","$1,108"
"6193","⊕","Perception vs reality","388660041863907","0","1","Donald Trump (4)","$764","4","NA","0","$0","$764"
"6194","⊕","PerfectDisguise Designs","1609569362634829","0","1","Donald Trump (10)","$3,250","10","NA","0","$0","$3,250"
"6195","⊕","Perise Practical","108342997437676","0","1","Donald Trump (3)","$279","3","PERISE PRACTICAL","0","$0","$279"
"6196","⊕","Perry for Wisconsin","109995194004367","0","1","Donald Trump (7)","$2,330","7","NA","0","$0","$2,330"
"6197","⊕","Perry Gershon for Congress","110150826246782","0","1","Donald Trump (11)","$876","11","GERSHON, PERRY, PERRY GERSHON FOR CONGRESS","1","$0","$876"
"6198","⊕","Perry Lamb for Walker County Chairman","591160434369723","0","1","Roy Moore* (2), Donald Trump (1)","$185","3","NA","0","$0","$185"
"6199","⊕","Personal PAC","94595460445","0","1","Donald Trump (5)","$29","5","PERSONAL PAC","0","$0","$29"
"6200","⊕","Perspective Wealth Planning","1934721976748070","0","1","Donald Trump (3)","$114","3","NA","0","$0","$114"
"6201","⊕","Perspektywy Women in Tech","278524542568485","0","1","Jeff Sessions* (9)","$100","9","NA","0","$0","$100"
"6202","⊕","PETA (People for the Ethical Treatment of Animals)","5647744585","0","1","Donald Trump (3)","$28","3","PEOPLE FOR THE ETHICAL TREATMENT OF ANIMALS, INC.","0","$0","$28"
"6203","⊕","Pete Bourgelais for Maine House District 112","107390344218653","0","1","Donald Trump (1)","$294","1","NA","0","$0","$294"
"6204","⊕","Pete Harckham for Senate","151835459004828","0","1","Donald Trump (4)","$18","4","","1","$0","$18"
"6205","⊕","Pete Muldoon for Town Council","173841796636364","0","1","Donald Trump (2)","$800","2","NA","0","$0","$800"
"6206","⊕","Pete Sessions","22753043010","0","1","Jeff Sessions* (28), Donald Trump (6)","$1,898","34","SESSIONS, PETE","1","$0","$1,898"
"6207","⊕","Peter Amundson","1160291140689879","0","1","Donald Trump (1)","$12","1","NA","0","$0","$12"
"6208","⊕","Peter Harrison for NY-12","853150901733336","0","1","Donald Trump (3)","$300","3","NA","0","$0","$300"
"6209","⊕","Peter Meijer","451900515399684","0","1","Donald Trump (6), Tom Cotton* (3)","$670","9","MEIJER, PETER MR.","1","$0","$670"
"6210","⊕","PetTrakr","983133188445458","0","1","Donald Trump (2)","$1,700","2","NA","0","$0","$1,700"
"6211","⊕","Pfizer","314499212242","0","1","Donald Trump (3)","$1,822","3","PFIZER INC","0","$0","$1,822"
"6212","⊕","Phil Arballo for Congress","219247332354785","0","1","Donald Trump (56)","$4,398","56","ARBALLO, PHIL","1","$0","$4,398"
"6213","⊕","Phil Arlinghaus for US House","108864414013201","0","1","Donald Trump (19)","$4,668","19","ARLINGHAUS, WILLIAM PHILIP","1","$0","$4,668"
"6214","⊕","Phil Hartman for State House","183974162248272","0","1","Donald Trump (1)","$71","1","NA","0","$0","$71"
"6215","⊕","Phil Young for State Representative","167397780555638","0","1","Donald Trump (1)","$57","1","NA","0","$0","$57"
"6216","⊕","Philadelphia's AM 990 The Answer","360254285766","0","1","Donald Trump (1)","$33","1","NA","0","$0","$33"
"6217","⊕","Phillip Thomas Mendiola-Long","1729228660627938","0","1","Donald Trump (1)","$50","1","NA","0","$0","$50"
"6218","⊕","Phillips Theological Seminary","99050726344","0","1","Donald Trump (1), Jeff Sessions* (1)","$540","2","PHILLIPS THEOLOGICAL SEMINARY","0","$0","$540"
"6219","⊕","Phoenix Theatre Indianapolis","135926940400","0","0","BURKE, DANIEL C. MR. (3)","$812","3","PHOENIX THEATRE INC","0","$0","$0"
"6220","⊕","PhRMA","172758932738142","0","1","Donald Trump (6)","$33,072","6","PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA","0","$0","$33,072"
"6221","⊕","Phylicia Porter For Baltimore","102357860495376","0","1","Arthur Wayne Johnson* (2)","$599","2","NA","0","$0","$599"
"6222","⊕","Physician Housecalls","296901963845301","0","1","Jeff Sessions* (7)","$746","7","NA","0","$0","$746"
"6223","⊕","Physicians Committee for Responsible Medicine","8524198486","0","1","Jeff Sessions* (19)","$913","19","NA","0","$0","$913"
"6224","⊕","Physicians for Human Rights","6787988478","0","1","Donald Trump (32)","$2,626","32","PHYSICIANS FOR HUMAN RIGHTS","0","$0","$2,626"
"6225","⊕","Physicians for Social Responsibility","127206910671768","0","1","Joni Ernst* (1), Martha McSally* (1)","$344","2","PHYSICIANS FOR SOCIAL RESPONSIBILITY INC","0","$0","$344"
"6226","⊕","Pic Print Press","291606204993739","0","1","Donald Trump (1)","$400","1","NA","0","$0","$400"
"6227","⊕","Pickens County Observer","1713983962155278","0","1","Donald Trump (4)","$430","4","NA","0","$0","$430"
"6228","⊕","Pico Rivera PTSA","104282474390416","0","1","Donald Trump (3)","$641","3","NA","0","$0","$641"
"6229","⊕","Pierce County","405381432827374","0","1","Jeff Sessions* (5)","$479","5","PIERCE COUNTY, WA","0","$0","$479"
"6230","⊕","Pike County Indiana Republican Party","309409639260904","0","1","Craig Brittain* (1), Donald Trump (1)","$56","2","NA","0","$0","$56"
"6231","⊕","Pins and Aces Golf Co.","336470580233523","0","1","Donald Trump (1)","$211","1","NA","0","$0","$211"
"6232","⊕","Piscataway Democratic Organization","1911455775806900","0","1","Donald Trump (1)","$72","1","NA","0","$0","$72"
"6233","⊕","Pittsburghers for Public Transit","192650014094458","0","1","Daniel McCarthy* (1)","$217","1","NA","0","$0","$217"
"6234","⊕","Plains PAC","108769610895858","0","1","Kris Kobach* (58), Donald Trump (12)","$16,058","70","PLAINS PAC","0","$0","$16,058"
"6235","⊕","Plaintiff in Chief","2226590180720339","0","1","Donald Trump (4)","$2,000","4","NA","0","$0","$2,000"
"6236","⊕","Planned Parenthood","342294162453301","0","1","Donald Trump (34), Mitch McConnell* (10)","$1,342","44","PLANNED PARENTHOOD","0","$0","$1,342"
"6237","⊕","Planned Parenthood Maine Action Fund","655729801170405","0","1","Susan Collins* (1)","$7","1","NA","0","$0","$7"
"6238","⊕","Planned Parenthood New Hampshire Action Fund","1432939993639180","0","1","Donald Trump (2)","$27","2","NA","0","$0","$27"
"6239","⊕","Planned Parenthood of Southern New England","140114664993","0","1","Donald Trump (2)","$36","2","NA","0","$0","$36"
"6240","⊕","Planned Parenthood Southeast Advocates","75097352707","0","1","David Perdue* (12), Kelly Loeffler* (12)","$1,263","24","NA","0","$0","$1,263"
"6241","⊕","Planned Parenthood Votes! Connecticut","121327102187","0","1","Donald Trump (1)","$1","1","PLANNED PARENTHOOD VOTES CONNECTICUT","0","$0","$1"
"6242","⊕","Planted People Prosper","806077076435743","0","1","Donald Trump (4)","$600","4","NA","0","$0","$600"
"6243","⊕","Plastic Oceans","115403471809909","0","1","Donald Trump (1)","$20","1","PLASTIC OCEANS INTERNATIONAL","0","$0","$20"
"6244","⊕","PMC Travel, LLC","594915827341329","0","1","Donald Trump (1)","$600","1","NA","0","$0","$600"
"6245","⊕","Podcamp Media","779385032432810","0","1","Donald Trump (1)","$540","1","NA","0","$0","$540"
"6246","⊕","Pointe Coupee Reporter","160915237278973","0","1","Bill Cassidy* (3)","$67","3","NA","0","$0","$67"
"6247","⊕","Policetees.com","169294473121454","0","1","Donald Trump (84)","$6,881","84","NA","0","$0","$6,881"
"6248","⊕","PolicyEd","971668776283950","0","1","Mitch McConnell* (44), Donald Trump (29)","$1,181","73","HOOVER INSTITUTION","0","$0","$1,181"
"6249","⊕","POLIFLIX","639945089977837","0","1","Donald Trump (5)","$2,701","5","NA","0","$0","$2,701"
"6250","⊕","Politasource","112831537216212","0","1","Donald Trump (3)","$900","3","NA","0","$0","$900"
"6251","⊕","PolitiBust","102071368235467","0","1","Donald Trump (2)","$850","2","NA","0","$0","$850"
"6252","⊕","Political AF","111892670610842","0","1","Donald Trump (147)","$14,167","147","NA","0","$0","$14,167"
"6253","⊕","PoliticaLife","110337717457459","0","1","Donald Trump (18)","$600","18","NA","0","$0","$600"
"6254","⊕","politicallypunny.com","607366056095631","0","1","Donald Trump (1)","$75","1","NA","0","$0","$75"
"6255","⊕","Politichell","110435913782722","0","1","Donald Trump (6)","$2,100","6","NA","0","$0","$2,100"
"6256","⊕","Politicool Clothing Co.","109678580574253","0","1","Donald Trump (403)","$21,910","403","POLITICOOLCLOTHING.COM","0","$0","$21,910"
"6257","⊕","Politics","1177329825688370","0","1","Donald Trump (5)","$9,600","5","NA","0","$0","$9,600"
"6258","⊕","Poor People's Campaign: A National Call for Moral Revival","873203482775828","0","1","Mitch McConnell* (1)","$85,426","1","NA","0","$0","$85,426"
"6259","⊕","Pop+Politcs","108176724213794","0","1","Donald Trump (3), Donald Trump (3), Joseph Biden (1)","$1,466","7","NA","0","$0","$1,466"
"6260","⊕","Pop+Politcs","108176724213794","0","1","Donald Trump (1), Donald Trump (1)","$1,466","2","NA","0","$0","$1,466"
"6261","⊕","Post Hill Press","586147734741827","0","1","Donald Trump (4)","$581","4","POST HILL PRESS","0","$0","$581"
"6262","⊕","Powur My Home","102195694765491","0","1","Jeff Sessions* (2)","$100","2","NA","0","$0","$100"
"6263","⊕","POZ Magazine","10766391539","0","1","Donald Trump (1)","$123","1","NA","0","$0","$123"
